Id,SalePrice
1711,106034.0
1712,108782.836
1713,108962.15
1714,95842.164
1715,95361.78
1716,86815.305
1717,86260.05
1718,73342.195
1719,94882.164
1720,101179.8
1721,81577.516
1722,74381.664
1723,79220.11
1724,92013.74
1725,101866.734
1726,88396.055
1727,79703.97
1728,90893.37
1729,83864.68
1730,81560.95
1731,72467.55
1732,76853.68
1733,69951.18
1734,71233.5
1735,75728.08
1736,70046.17
1737,128719.44
1738,98707.11
1739,109708.83
1740,95380.33
1741,89657.86
1742,88085.37
1743,89451.6
1744,122217.234
1745,95802.14
1746,95049.26
1747,104172.9
1748,94494.32
1749,78260.66
1750,72019.17
1751,99654.1
1752,70725.68
1753,76665.54
1754,89722.09
1755,82831.125
1756,72995.25
1757,71012.65
1758,79538.89
1759,84023.03
1760,81505.43
1761,75404.94
1762,88144.1
1763,86413.195
1764,69887.836
1765,82015.3
1766,87292.51
1767,92282.125
1768,76878.89
1769,83298.82
1770,78878.15
1771,70040.36
1772,72068.37
1773,72423.61
1774,75097.42
1775,77678.664
1776,75674.66
1777,70256.445
1778,76307.03
1779,73165.305
1780,84263.125
1781,71820.47
1782,58664.242
1783,77751.97
1784,71352.75
1785,73655.516
1786,74295.52
1787,85010.875
1788,53937.81
1789,68930.23
1790,55901.895
1791,87779.37
1792,78261.484
1793,73211.66
1794,79873.27
1795,75520.805
1796,75422.484
1797,70585.055
1798,72237.5
1799,66292.97
1800,76847.664
1801,73742.17
1802,73810.0
1803,77580.2
1804,80400.75
1805,74184.16
1806,72924.766
1807,77033.67
1808,74955.9
1809,75342.69
1810,76194.02
1811,70675.04
1812,69691.56
1813,72832.61
1814,67952.164
1815,55472.523
1816,66843.76
1817,74100.65
1818,86422.34
1819,75621.125
1820,54187.09
1821,67962.984
1822,79070.734
1823,47827.555
1824,73075.0
1825,78229.32
1826,72783.73
1827,69134.38
1828,77293.445
1829,73020.734
1830,81110.67
1831,79984.87
1832,61974.258
1833,74773.41
1834,74446.1
1835,78166.23
1836,71978.93
1837,65777.445
1838,72636.375
1839,64483.24
1840,82004.42
1841,78878.45
1842,64070.207
1843,71136.96
1844,78642.08
1845,76798.945
1846,79809.62
1847,84972.53
1848,50367.754
1849,70438.39
1850,72293.05
1851,80992.25
1852,73288.56
1853,80239.74
1854,84122.69
1855,83505.625
1856,100137.586
1857,85377.87
1858,80529.75
1859,73887.89
1860,76926.56
1861,73620.75
1862,111375.51
1863,107484.82
1864,107413.4
1865,119230.08
1866,124333.58
1867,97481.71
1868,115444.336
1869,92714.984
1870,99365.23
1871,103084.805
1872,83673.35
1873,105816.01
1874,77264.92
1875,90931.086
1876,87545.37
1877,92575.83
1878,89170.79
1879,76122.195
1880,75010.38
1881,104589.49
1882,104462.1
1883,88343.13
1884,93752.26
1885,102120.12
1886,111274.75
1887,90147.336
1888,108796.63
1889,84591.47
1890,69849.125
1891,78527.04
1892,65826.516
1893,75962.36
1894,73094.03
1895,74972.625
1896,73929.195
1897,70241.1
1898,70398.5
1899,80350.77
1900,78188.07
1901,87832.29
1902,76921.43
1903,94741.11
1904,74080.586
1905,90129.8
1906,82162.31
1907,93506.164
1908,71802.32
1909,78302.17
1910,73370.945
1911,101877.516
1912,120439.76
1913,76769.805
1914,52122.05
1915,121228.086
1916,59103.72
1917,103092.67
1918,76021.71
1919,81933.52
1920,77310.33
1921,142395.75
1922,122257.45
1923,99376.41
1924,104379.34
1925,92593.49
1926,140591.38
1927,74907.805
1928,74002.625
1929,71236.83
1930,74103.055
1931,75643.055
1932,75720.93
1933,87360.05
1934,84232.99
1935,84439.3
1936,88655.24
1937,88350.97
1938,82179.24
1939,106081.234
1940,88929.01
1941,82895.375
1942,87154.75
1943,98949.805
1944,136324.84
1945,138323.69
1946,79158.94
1947,116949.164
1948,85862.484
1949,99466.86
1950,85304.78
1951,106357.58
1952,95243.71
1953,85306.0
1954,86122.945
1955,74868.45
1956,122986.695
1957,74175.24
1958,119542.27
1959,77694.74
1960,71721.29
1961,71219.3
1962,68975.53
1963,69155.74
1964,74198.09
1965,79705.414
1966,76789.65
1967,111537.39
1968,148871.11
1969,138074.86
1970,150531.33
1971,153724.14
1972,139473.2
1973,109554.82
1974,123571.01
1975,152462.84
1976,105608.02
1977,136882.03
1978,138551.44
1979,121803.58
1980,92963.695
1981,124727.27
1982,95544.2
1983,94659.29
1984,85782.516
1985,93193.69
1986,93226.31
1987,87059.22
1988,84210.586
1989,89266.85
1990,94449.81
1991,97873.88
1992,93269.086
1993,83703.12
1994,102866.4
1995,87471.26
1996,101762.35
1997,120208.195
1998,123837.27
1999,106740.96
2000,125453.42
2001,110102.195
2002,96930.97
2003,106495.914
2004,112322.06
2005,94899.0
2006,95681.89
2007,99323.54
2008,96511.914
2009,89527.305
2010,88513.14
2011,74992.79
2012,85578.24
2013,87364.96
2014,89413.56
2015,96851.5
2016,88415.7
2017,93607.164
2018,70709.23
2019,74700.13
2020,69349.32
2021,68515.04
2022,81656.445
2023,81084.76
2024,107462.375
2025,131228.66
2026,91338.53
2027,88824.836
2028,82280.484
2029,87679.805
2030,106368.02
2031,97341.9
2032,101171.59
2033,104067.24
2034,86340.21
2035,96246.836
2036,94435.31
2037,95090.516
2038,119858.71
2039,100782.164
2040,120293.17
2041,117157.24
2042,93123.86
2043,84472.48
2044,79519.7
2045,94956.58
2046,76867.234
2047,76407.52
2048,74615.48
2049,72860.95
2050,88412.16
2051,70273.266
2052,73103.86
2053,79507.19
2054,65687.93
2055,79025.35
2056,76262.87
2057,68607.43
2058,95209.93
2059,73841.61
2060,81445.21
2061,81435.35
2062,71028.836
2063,71647.26
2064,77776.586
2065,70928.25
2066,79230.61
2067,69771.03
2068,77309.3
2069,65076.56
2070,70692.164
2071,63014.48
2072,72890.49
2073,77150.055
2074,88154.19
2075,75895.305
2076,70928.79
2077,79331.09
2078,70554.02
2079,73104.484
2080,73266.2
2081,73057.445
2082,75523.54
2083,77672.07
2084,70017.26
2085,69953.05
2086,70206.945
2087,69668.234
2088,64399.72
2089,61583.46
2090,72965.05
2091,76330.39
2092,75453.42
2093,74313.88
2094,70077.51
2095,79311.05
2096,65103.56
2097,68483.03
2098,79197.22
2099,49386.16
2100,66188.04
2101,75630.28
2102,75526.49
2103,70863.95
2104,77389.26
2105,79661.56
2106,54249.035
2107,96301.375
2108,70146.914
2109,68452.664
2110,72891.81
2111,82135.055
2112,76142.96
2113,77272.0
2114,70835.5
2115,83105.375
2116,71865.69
2117,80967.695
2118,75093.125
2119,71008.72
2120,72818.234
2121,70494.836
2122,72294.91
2123,67653.69
2124,83885.08
2125,70750.164
2126,81241.734
2127,81946.57
2128,73495.46
2129,65369.465
2130,73085.805
2131,73499.39
2132,71122.04
2133,71426.555
2134,66747.82
2135,62413.703
2136,60710.688
2137,69108.734
2138,76154.87
2139,75769.76
2140,77100.19
2141,78754.2
2142,75266.13
2143,78859.42
2144,74181.12
2145,75562.516
2146,82072.88
2147,80637.336
2148,78659.85
2149,81763.125
2150,99614.19
2151,72532.055
2152,88166.05
2153,79247.38
2154,71079.73
2155,78333.016
2156,105604.4
2157,95163.55
2158,102632.79
2159,97124.36
2160,87269.37
2161,100580.81
2162,130594.81
2163,125642.0
2164,101566.6
2165,94385.07
2166,77537.89
2167,95023.336
2168,93177.42
2169,93530.07
2170,96646.484
2171,77355.31
2172,74726.5
2173,86493.586
2174,94925.61
2175,116097.945
2176,119720.25
2177,101730.72
2178,91295.59
2179,81467.195
2180,94209.44
2181,86628.14
2182,96219.67
2183,88420.93
2184,71072.54
2185,73593.375
2186,74475.78
2187,80090.2
2188,80349.7
2189,104830.35
2190,66674.53
2191,65296.004
2192,68168.695
2193,72016.22
2194,70305.44
2195,70943.6
2196,66980.95
2197,72891.53
2198,83240.3
2199,83190.54
2200,78018.25
2201,78377.33
2202,99061.79
2203,78574.53
2204,91444.43
2205,74113.516
2206,78637.875
2207,94549.58
2208,107367.414
2209,95383.15
2210,74567.11
2211,70773.586
2212,71240.56
2213,68635.766
2214,72966.85
2215,67615.625
2216,77766.65
2217,53495.508
2218,62865.14
2219,62404.598
2220,58953.188
2221,122185.88
2222,111763.23
2223,108833.266
2224,92023.22
2225,74862.09
2226,83446.0
2227,92573.18
2228,107963.56
2229,111740.1
2230,81714.8
2231,99855.69
2232,82477.44
2233,86614.34
2234,96498.94
2235,94419.555
2236,107289.42
2237,121772.914
2238,94172.164
2239,68891.914
2240,82187.31
2241,82406.914
2242,71468.19
2243,74378.97
2244,71074.37
2245,70081.79
2246,80369.24
2247,70540.64
2248,74600.82
2249,71351.39
2250,72535.24
2251,70029.34
2252,80222.91
2253,80178.85
2254,87530.836
2255,86177.164
2256,87540.85
2257,89083.58
2258,82035.71
2259,86727.01
2260,78797.33
2261,94672.29
2262,98617.73
2263,136977.36
2264,152657.95
2265,86695.58
2266,114469.39
2267,134854.36
2268,145036.94
2269,78656.7
2270,90249.52
2271,94792.805
2272,91976.37
2273,84072.01
2274,80670.72
2275,84304.84
2276,93871.336
2277,87600.484
2278,74550.33
2279,74385.63
2280,74232.84
2281,83449.66
2282,87207.47
2283,70578.45
2284,73335.266
2285,76996.29
2286,71467.234
2287,130618.35
2288,109050.09
2289,136392.08
2290,162426.22
2291,128443.53
2292,144666.02
2293,156378.9
2294,150982.34
2295,150151.38
2296,119060.44
2297,128767.56
2298,133874.48
2299,138541.39
2300,128418.664
2301,120881.17
2302,101883.734
2303,98663.54
2304,104382.73
2305,90795.3
2306,90339.43
2307,90279.57
2308,102009.55
2309,105491.46
2310,97235.3
2311,90821.1
2312,84367.01
2313,82431.05
2314,85034.71
2315,84868.87
2316,89488.04
2317,87912.57
2318,87864.96
2319,86947.29
2320,85100.1
2321,101545.68
2322,85973.016
2323,92122.53
2324,89811.21
2325,90949.99
2326,89466.79
2327,92052.625
2328,97849.34
2329,86072.69
2330,84857.055
2331,138261.31
2332,139702.97
2333,130265.555
2334,104794.97
2335,108700.49
2336,125620.914
2337,91392.375
2338,108277.02
2339,93903.92
2340,141782.58
2341,95543.56
2342,100906.03
2343,96283.65
2344,93524.0
2345,100166.234
2346,97514.54
2347,90916.86
2348,103459.555
2349,87438.48
2350,122124.95
2351,111650.73
2352,105086.2
2353,106468.3
2354,75481.414
2355,77708.67
2356,77037.57
2357,86840.14
2358,91971.37
2359,77360.33
2360,68786.22
2361,79114.56
2362,110524.586
2363,78111.46
2364,82169.99
2365,99041.945
2366,92538.49
2367,99555.41
2368,97172.625
2369,97063.62
2370,85903.44
2371,87230.42
2372,92291.984
2373,108660.28
2374,123028.46
2375,105431.016
2376,114136.914
2377,130916.03
2378,76855.29
2379,88008.62
2380,77451.055
2381,79770.125
2382,94926.42
2383,88267.0
2384,97469.07
2385,84177.02
2386,73667.945
2387,73662.68
2388,71448.766
2389,73739.85
2390,80309.33
2391,80962.83
2392,72799.555
2393,85774.09
2394,77750.555
2395,90266.4
2396,74123.62
2397,92843.99
2398,72634.44
2399,53841.652
2400,53110.242
2401,67971.67
2402,74942.17
2403,78898.54
2404,79693.25
2405,78742.12
2406,78277.45
2407,73108.88
2408,80713.28
2409,71389.51
2410,76777.71
2411,70210.97
2412,78909.375
2413,73032.44
2414,77788.68
2415,74997.87
2416,72197.21
2417,74946.96
2418,76841.29
2419,73821.41
2420,72379.0
2421,78548.01
2422,68145.1
2423,77189.06
2424,75414.79
2425,98805.16
2426,75903.77
2427,75102.65
2428,87720.7
2429,72629.93
2430,74296.164
2431,65164.992
2432,77759.45
2433,76175.35
2434,75304.18
2435,77745.44
2436,72364.85
2437,69462.04
2438,73062.53
2439,69127.26
2440,69282.23
2441,66282.09
2442,65826.08
2443,71992.664
2444,73827.95
2445,66408.38
2446,77821.625
2447,91339.75
2448,73807.68
2449,70677.0
2450,79550.95
2451,72905.23
2452,91425.33
2453,66605.89
2454,74381.875
2455,69700.53
2456,77603.66
2457,78013.78
2458,76687.04
2459,72116.695
2460,75679.56
2461,73790.29
2462,74809.92
2463,75668.445
2464,86622.36
2465,78072.95
2466,70011.78
2467,79792.266
2468,62641.67
2469,58157.887
2470,88637.99
2471,90255.38
2472,83352.86
2473,74745.24
2474,61728.992
2475,97185.05
2476,76792.21
2477,74243.18
2478,76440.39
2479,67147.88
2480,78630.08
2481,74488.43
2482,75854.42
2483,70619.46
2484,73290.805
2485,77703.04
2486,77931.836
2487,95256.25
2488,83782.42
2489,76285.34
2490,79735.37
2491,67599.125
2492,89910.28
2493,86645.41
2494,79742.89
2495,66086.234
2496,100037.836
2497,79239.52
2498,68327.7
2499,68092.805
2500,76151.02
2501,77298.45
2502,76868.336
2503,63750.16
2504,88004.42
2505,98935.93
2506,104748.21
2507,112721.04
2508,104732.125
2509,95881.75
2510,93849.23
2511,83621.016
2512,93443.586
2513,98715.68
2514,102822.75
2515,79716.586
2516,87738.69
2517,77961.5
2518,79747.08
2519,101062.73
2520,92743.82
2521,89840.26
2522,95957.586
2523,72493.54
2524,78677.78
2525,80264.08
2526,79817.61
2527,76011.35
2528,74614.34
2529,75489.05
2530,77243.78
2531,102940.1
2532,97731.18
2533,89922.55
2534,100836.58
2535,116003.32
2536,107801.73
2537,101325.9
2538,90628.336
2539,90611.83
2540,84434.46
2541,88214.74
2542,83834.695
2543,73364.44
2544,73842.24
2545,74144.76
2546,74877.09
2547,76130.03
2548,84198.86
2549,82921.625
2550,158885.3
2551,81686.82
2552,73195.25
2553,63496.11
2554,68241.29
2555,75097.28
2556,67811.164
2557,70181.18
2558,85476.04
2559,76129.96
2560,79847.76
2561,82418.55
2562,77838.84
2563,78081.89
2564,95488.45
2565,78022.56
2566,86053.65
2567,76962.52
2568,91470.42
2569,96664.64
2570,73766.3
2571,87638.25
2572,83309.39
2573,100003.875
2574,127380.664
2575,78597.99
2576,74562.484
2577,78399.08
2578,63114.797
2579,56491.58
2580,70393.4
2581,66844.77
2582,69371.81
2583,116868.445
2584,88324.09
2585,83165.79
2586,95280.6
2587,89464.484
2588,79650.85
2589,80409.73
2590,94146.39
2591,97854.75
2592,92512.11
2593,105205.125
2594,88536.445
2595,91463.35
2596,111608.36
2597,82330.41
2598,111432.664
2599,121776.984
2600,86652.1
2601,74919.445
2602,65189.297
2603,69613.84
2604,67475.07
2605,61892.04
2606,80552.484
2607,91469.195
2608,91775.45
2609,84717.98
2610,69484.234
2611,73387.6
2612,80124.195
2613,77789.34
2614,74812.21
2615,81380.07
2616,77836.914
2617,88835.51
2618,88502.51
2619,94669.31
2620,89156.76
2621,85545.84
2622,88816.875
2623,106448.3
2624,119508.76
2625,124057.61
2626,81913.52
2627,84714.26
2628,164015.19
2629,160410.25
2630,133553.14
2631,162171.14
2632,151146.0
2633,115164.26
2634,145144.31
2635,79437.234
2636,87654.055
2637,86036.336
2638,110312.08
2639,86793.695
2640,78309.12
2641,68855.13
2642,88350.71
2643,69242.52
2644,74483.31
2645,70099.77
2646,69555.98
2647,69335.37
2648,77152.484
2649,77586.71
2650,77484.82
2651,78424.21
2652,148513.2
2653,106002.96
2654,104752.7
2655,140980.33
2656,123704.95
2657,127414.69
2658,121988.88
2659,119940.92
2660,134336.69
2661,127652.22
2662,133667.69
2663,115416.7
2664,104781.08
2665,117851.125
2666,110180.766
2667,83171.5
2668,87575.26
2669,85850.77
2670,114849.914
2671,90729.516
2672,92597.82
2673,95109.375
2674,94980.125
2675,88253.37
2676,90427.95
2677,88761.07
2678,105125.195
2679,108441.44
2680,111707.18
2681,143703.62
2682,130562.31
2683,157751.72
2684,125816.46
2685,126022.53
2686,116792.57
2687,125575.875
2688,96762.41
2689,94046.875
2690,151956.53
2691,88307.33
2692,77416.79
2693,92331.07
2694,75840.39
2695,89907.195
2696,89512.37
2697,88086.875
2698,90521.4
2699,86294.36
2700,84350.36
2701,82476.49
2702,72449.79
2703,75907.32
2704,76610.66
2705,71744.484
2706,70435.37
2707,73318.34
2708,76131.484
2709,69913.97
2710,73607.695
2711,115428.7
2712,138406.69
2713,87093.02
2714,84264.65
2715,87245.4
2716,83070.586
2717,97971.57
2718,96392.89
2719,83309.39
2720,83565.13
2721,75257.086
2722,81294.28
2723,77307.6
2724,74959.4
2725,75336.72
2726,76693.99
2727,87659.32
2728,84818.7
2729,78623.41
2730,77084.75
2731,75416.805
2732,75962.51
2733,76968.54
2734,83943.82
2735,76568.14
2736,77134.02
2737,72368.65
2738,76598.38
2739,80637.03
2740,79417.46
2741,78648.08
2742,82149.47
2743,81041.47
2744,76601.52
2745,75585.87
2746,78139.02
2747,81047.805
2748,75898.2
2749,72258.03
2750,77283.94
2751,77040.73
2752,97209.8
2753,77424.69
2754,101628.805
2755,74787.74
2756,59205.15
2757,51252.45
2758,61019.023
2759,83203.71
2760,77400.84
2761,77288.58
2762,76694.72
2763,85058.72
2764,85221.516
2765,110178.03
2766,76783.49
2767,66526.35
2768,77980.83
2769,74904.16
2770,76026.35
2771,68758.67
2772,72980.914
2773,88696.086
2774,79134.18
2775,71911.21
2776,75289.39
2777,79205.76
2778,71238.664
2779,77527.09
2780,67406.38
2781,68789.83
2782,67085.086
2783,64367.85
2784,75140.62
2785,76672.63
2786,53924.383
2787,74664.24
2788,61742.297
2789,84190.75
2790,68337.28
2791,70311.55
2792,52953.305
2793,87132.98
2794,66087.69
2795,74032.914
2796,70102.64
2797,87555.05
2798,68367.01
2799,69304.3
2800,59898.645
2801,66876.98
2802,72816.84
2803,81577.83
2804,77591.08
2805,70105.055
2806,64026.41
2807,83584.18
2808,76758.234
2809,79421.4
2810,74762.28
2811,79073.98
2812,81634.8
2813,79462.99
2814,79377.79
2815,69673.414
2816,98246.65
2817,80475.164
2818,74935.164
2819,90159.89
2820,75786.31
2821,69173.88
2822,93713.19
2823,108118.22
2824,92227.31
2825,76811.69
2826,75808.36
2827,74215.65
2828,101955.56
2829,91718.06
2830,98788.945
2831,88580.02
2832,100845.234
2833,117465.69
2834,98502.2
2835,92903.42
2836,91423.67
2837,80740.836
2838,79850.12
2839,86520.31
2840,91957.69
2841,93302.266
2842,103346.34
2843,79805.51
2844,83849.41
2845,72999.77
2846,93096.86
2847,90249.96
2848,94579.25
2849,92854.266
2850,108159.78
2851,100087.266
2852,100539.87
2853,104795.766
2854,81925.24
2855,90919.64
2856,93024.35
2857,90180.95
2858,93898.195
2859,74728.99
2860,76024.03
2861,76320.93
2862,91423.414
2863,75197.61
2864,102489.41
2865,81344.92
2866,80310.02
2867,71656.82
2868,66830.37
2869,70803.83
2870,77450.24
2871,65467.04
2872,48792.83
2873,68939.95
2874,79117.35
2875,71934.67
2876,83990.266
2877,79623.055
2878,84384.15
2879,75591.7
2880,72043.97
2881,81997.695
2882,85934.33
2883,95671.305
2884,93508.75
2885,90774.43
2886,97830.4
2887,63198.035
2888,76175.13
2889,53737.926
2890,59083.316
2891,75771.28
2892,45936.57
2893,60409.785
2894,52885.477
2895,123108.734
2896,115207.21
2897,90399.84
2898,77793.43
2899,93156.9
2900,81154.85
2901,88533.07
2902,89694.98
2903,123788.27
2904,127186.69
2905,68354.484
2906,92290.664
2907,72604.03
2908,74838.4
2909,83417.43
2910,63860.6
2911,64524.637
2912,77389.84
2913,64637.035
2914,63958.18
2915,67628.4
2916,64617.562
2917,78510.414
2918,70709.16
2919,92306.59
